ApplicantIncome,CoapplicantIncome,LoanAmount,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Loan_Amount_Term_360.0,Loan_Amount_Term_Other,Credit_History_1.0,Property_Area_Semiurban,Property_Area_Urban,Loan_status
2.415505456242357,1.7263113197328743,1.5110203298590612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y
-1.0329879820790433,1.9678660959019518,0.8495019846991495,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Y
2.875120661701833,-0.9939001236125918,2.9075590585299858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,N
-0.7427627743099142,1.5079690145470117,0.972005381950985,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,N
0.09811786569037591,-0.9939001236125918,-0.08152383441480024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Y
0.7508487036958504,-0.9939001236125918,0.26148567789033916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
-0.5215074353072132,1.2809220327424433,0.06548024228740236,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,N
-0.30080385525464365,-0.9939001236125918,-0.9145469357272816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
-0.747728604861097,0.39231962791625774,-0.22852791111700282,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,N
2.416057215192488,-0.9939001236125918,0.8495019846991495,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.3999300114122648,0.5199882183239383,0.06548024228740236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,N
-0.22521287908663856,-0.9939001236125918,-1.1105523713302183,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N
0.6680848611761369,-0.9939001236125918,0.06548024228740236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Y
1.281089054772149,-0.9939001236125918,-0.17952655221626862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N
-0.7366934258584685,0.6186412200026005,0.6044951901954785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Y
0.09315203513919308,-0.9939001236125918,-0.2530285905673699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Y
-0.7990421872233195,-0.9939001236125918,-1.6985686781390288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y
3.3352876261114406,-0.9939001236125918,2.172538675018973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,N
-0.21141890533335295,1.990353177166941,0.6534965490962127,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,N
-0.42274258323368835,0.8906623643371472,-0.13052519331553444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Y
1.9233364727251265,-0.9939001236125918,1.6825250860116308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,N
1.7721545203891163,-0.9939001236125918,0.06548024228740236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,Y
-1.1781005859636078,0.2530448020169698,-0.6205387823228764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
-0.4701938529449908,-0.0508934899194969,-1.1105523713302183,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
-1.2117578819216246,1.5747048686237537,0.13898228063850365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Y
-0.4928159699003792,0.4474492465013925,-0.35103130836883834,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
-0.14575959026771348,-0.9939001236125918,-0.37553198781920544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Y
-0.4398471106877625,1.2207146861297304,-0.8900462562769145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y
-0.9568452469609068,-0.9939001236125918,-1.6005659603375604,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,N
-0.003957540083937533,0.26320025807212627,0.5799945107451114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N
0.4413119326721216,-0.9939001236125918,-0.7430421795747119,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,N
1.1282518255857445,-0.9939001236125918,0.3839890751421746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
-0.37473955457225444,-0.6428114999914704,0.23698499843997203,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Y
-0.11320581220995948,-0.9939001236125918,-0.6205387823228764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Y
